RefID,Income,LoanBalance,Age,InterestType,MortgageType,InterestIncome,MortgageYears,PropertyValue,AnnualPayment,CreditRating,InterestRate,LoanToValue,Default
2297,142655,"98,361",31,1,1,"6,762",31,"95,269","3,073",4,6,119,1
2298,157876,"1,56,331",39,3,1,"5,862",34,"2,40,509","7,074",1,3,145,0
2299,199472,"1,63,407",41,1,1,"7,966",32,"1,47,724","4,616",5,4,83,0
2300,112365,"2,02,313",29,3,2,"1,012",32,"2,09,662","6,552",1,0,12,0
2301,58012,"51,523",57,3,2,"2,319",30,"71,559","2,385",1,4,195,0
2302,177011,"39,385",58,3,2,985,30,"1,04,590","3,486",1,2,112,0
2303,56005,"14,052",60,3,2,53,28,"85,292","3,046",2,0,90,0
2304,175355,"1,22,159",29,2,2,"8,246",28,"82,388","2,942",5,5,178,1
2305,91872,"27,977",38,3,1,664,31,"1,58,499","5,113",1,2,27,0
2306,72151,"1,03,045",45,3,2,"2,447",30,"1,39,250","4,642",1,2,143,0
2307,195104,"43,666",62,3,1,"1,365",33,"1,12,444","3,407",3,3,87,0
2308,42215,"1,41,020",33,2,2,"6,522",32,"2,23,841","6,995",2,5,111,0
2309,139081,"1,07,729",58,3,2,"5,117",33,"1,58,425","4,801",4,4,17,0
2310,184202,"49,181",47,2,2,"3,012",32,"1,34,816","4,213",2,5,2,0
2311,117169,"11,962",38,3,2,478,30,"84,706","2,824",1,3,25,0
2312,41437,"93,300",41,2,2,"2,449",35,"1,28,307","3,666",1,5,99,0
2313,60124,"1,62,173",37,1,2,"9,122",35,"2,25,240","6,435",2,5,152,0
2314,164178,"1,24,400",43,1,2,"8,397",32,"1,59,487","4,984",3,5,112,0
2315,193213,"96,649",36,3,2,"3,383",28,"1,46,438","5,230",1,3,134,1
2316,86118,"1,81,563",68,2,2,"3,858",33,"2,92,844","8,874",1,5,120,0
2317,96416,"71,568",54,1,2,"4,384",33,"99,400","3,012",2,5,191,0
2318,145854,"67,312",33,2,2,926,33,"1,31,984","4,000",3,5,190,0
2319,99866,"1,03,750",28,3,1,"2,723",31,"82,398","2,658",5,2,62,0
2320,170124,"1,64,389",66,3,1,"2,055",33,"2,34,842","7,116",4,1,37,0
2321,108174,"1,88,085",59,3,2,"4,937",32,"2,57,651","8,052",1,2,53,0
2322,66168,"27,146",47,2,2,"1,561",28,"1,53,791","5,493",1,5,162,0
2323,103303,"1,35,379",64,3,2,"3,384",32,"2,18,354","6,824",2,2,168,0
2324,72937,"1,17,173",51,3,2,"2,929",31,"1,26,040","4,066",2,2,108,0
2325,176808,"58,020",49,3,2,"2,031",31,"93,580","3,019",2,3,68,0
2326,196830,"35,960",68,2,1,"2,292",35,"1,45,516","4,158",5,5,176,0
2327,198746,"46,889",43,3,2,938,33,"1,20,745","3,659",1,2,165,0
2328,88014,"2,468",30,2,2,93,31,"2,09,715","6,765",1,5,11,0
2329,193302,"1,29,688",45,2,2,"2,432",35,"87,466","2,499",5,5,47,0
2330,111406,"2,367",38,3,2,53,29,"2,01,155","6,936",2,2,60,1
2331,116104,"1,14,831",51,1,2,"7,895",28,"1,25,104","4,468",2,6,17,0
2332,84735,"67,992",48,2,2,"2,550",30,"89,463","2,982",2,5,106,0
2333,160513,"1,36,135",55,3,1,0,34,"2,12,710","6,256",2,0,59,0
2334,136459,"1,00,729",45,3,2,378,30,"1,59,887","5,330",1,0,197,0
2335,174680,"1,68,544",50,3,1,"7,795",28,"2,24,726","8,026",1,4,84,0
2336,169067,"10,174",56,2,2,229,33,"59,845","1,813",3,5,93,0
2337,42838,"1,42,632",57,3,2,"6,597",28,"1,98,100","7,075",2,4,103,0
2338,74890,"41,702",39,2,2,"1,877",32,"1,26,562","3,955",1,4,17,0
2339,140908,"1,11,204",64,3,2,"2,224",33,"1,85,341","5,616",3,2,99,0
2340,113624,"48,803",38,2,2,"3,172",32,"1,88,510","5,891",1,5,82,0
2341,82658,"62,326",44,1,2,"3,428",35,"86,564","2,473",1,5,138,0
2342,196436,"1,01,786",42,3,2,"1,781",29,"1,32,190","4,558",3,1,196,0
2343,114764,"1,77,031",47,2,2,"4,426",33,"2,45,876","7,451",1,5,168,0
2344,124283,"1,15,838",40,1,2,"7,529",31,"1,27,841","4,124",1,5,163,0
2345,186117,"53,739",43,3,2,537,30,"1,37,792","4,593",4,1,41,0
2346,127370,"1,19,666",26,1,2,"5,834",28,"1,84,101","6,575",3,4,77,0
2347,194892,"1,25,105",65,1,2,"6,881",35,"1,78,721","5,106",2,5,162,0
2348,141962,"1,79,498",47,3,2,"3,141",32,"2,89,514","9,047",1,1,24,0
2349,41880,"69,377",61,2,1,"3,035",34,"1,06,734","3,139",4,4,152,0
2350,46893,"1,13,521",43,3,1,0,29,"1,27,552","4,398",1,0,189,0
2351,137965,"1,78,970",39,2,2,"4,922",34,"2,98,283","8,773",1,5,133,0
2352,139247,"68,647",60,3,2,"3,089",28,"1,10,720","3,954",1,4,134,0
2353,34805,"60,236",25,3,2,"1,506",28,"61,299","2,189",2,2,101,0
2354,153879,"1,43,639",53,3,2,"2,693",28,"1,91,519","6,840",2,2,74,0
2355,70197,"1,32,131",28,2,2,"2,147",30,"2,16,608","7,220",1,5,57,0
2356,105192,"69,805",35,3,2,611,32,"77,256","2,414",1,1,89,0
2357,174256,"14,354",38,2,2,269,33,"1,01,647","3,080",2,5,146,1
2358,57573,"90,908",45,3,1,"3,523",28,"89,492","3,196",3,3,85,0
2359,36531,"1,31,904",61,3,1,660,35,"74,727","2,135",5,0,12,0
2360,115164,"89,447",37,2,2,"4,472",35,"1,24,232","3,549",1,5,126,0
2361,164176,"98,210",33,3,1,"3,560",30,"1,51,093","5,036",1,3,130,0
2362,147171,"2,02,741",64,2,1,"2,534",33,"1,98,031","6,001",4,5,169,0
2363,52337,"69,377",48,1,2,"4,770",34,"1,11,898","3,291",1,6,46,0
2364,108130,"72,625",47,1,2,"3,813",31,"73,471","2,370",2,5,119,0
2365,111867,"47,342",63,2,1,"2,130",35,"1,57,826","4,509",4,4,135,0
2366,113011,"1,37,117",62,2,2,"1,885",28,"1,49,385","5,335",3,5,39,0
2367,176821,"1,20,723",36,2,2,755,32,"1,74,961","5,468",1,1,56,0
2368,143282,"10,375",57,2,1,182,34,"74,107","2,180",1,1,57,0
2369,57240,"1,14,126",67,2,1,143,30,"1,54,224","5,141",4,5,91,0
2370,190832,"1,97,856",66,1,2,"10,387",31,"3,14,057","10,131",2,5,11,0
2371,177993,"1,87,557",67,2,2,"6,330",33,"2,37,413","7,194",3,5,40,0
2372,71643,"37,395",27,1,2,"1,963",31,"1,23,841","3,995",3,4,48,0
2373,181068,"1,98,561",37,2,2,"13,403",29,"2,57,872","8,892",1,5,168,0
2374,137870,"82,195",56,3,2,"1,952",33,"1,12,178","3,399",3,2,114,0
2375,132629,"2,06,015",36,3,1,"8,241",35,"2,16,134","6,175",4,3,101,0
2376,32807,"1,28,429",64,3,2,"5,779",32,"1,80,886","5,653",1,4,168,0
2377,68581,"67,690",41,3,1,254,35,"73,281","2,094",1,0,199,0
2378,104533,"17,099",47,2,2,"1,069",34,"1,32,093","3,885",1,5,37,0
2379,145462,"72,525",66,2,2,"3,354",35,"1,05,108","3,003",1,5,160,0
2380,127143,"29,916",39,3,1,524,31,"1,58,891","5,126",5,1,159,0
2381,156447,"1,03,750",40,3,2,"4,539",30,"1,70,083","5,669",1,4,79,0
2382,171944,"7,328",46,3,2,27,31,"88,961","2,870",1,0,187,0
2383,97975,"1,73,782",47,3,2,"1,086",35,"1,91,789","5,480",2,1,22,0
2384,111344,"69,503",37,1,2,"3,910",33,"90,732","2,749",3,5,94,0
2385,178010,"1,77,031",62,3,1,"1,770",33,"1,38,017","4,182",5,1,51,0
2386,177665,"9,771",69,3,2,147,30,"1,03,787","3,460",3,1,88,0
2387,81291,"70,837",37,1,1,"4,162",29,"74,913","2,583",4,5,71,0
2388,160001,"1,27,019",48,3,2,794,33,"1,92,453","5,832",1,1,142,0
2389,135535,"41,097",41,3,2,"1,284",30,"1,24,392","4,146",3,3,175,0
2390,167593,"99,192",45,3,2,"4,340",28,"1,35,955","4,856",2,4,34,0
2391,177101,"1,02,743",28,3,2,"4,110",33,"1,13,389","3,436",1,3,2,0
2392,74721,"70,510",35,3,2,"1,851",28,"92,776","3,313",1,2,114,0
2393,40652,"1,08,938",36,3,1,"5,038",35,"69,085","1,974",5,4,177,0
2394,102583,"89,019",54,1,2,"4,896",33,"98,520","2,985",1,5,166,0
2395,171793,"1,23,292",27,3,1,"4,778",32,"1,58,066","4,940",1,3,109,1
2396,186451,"15,109",66,1,2,755,34,"1,28,397","3,776",3,4,146,0
2397,72529,"4,986",27,3,2,199,28,"1,41,236","5,044",1,3,80,0
2398,37876,"1,32,282",28,1,1,"7,606",29,"1,94,532","6,708",4,5,46,0
2399,199625,"1,68,594",63,2,2,"9,694",31,"1,83,679","5,925",1,5,86,1
2400,151917,"58,624",28,2,2,"1,026",35,"62,145","1,776",1,5,146,0
2401,77028,"1,20,874",44,2,1,"1,209",34,"1,70,246","5,007",1,1,171,0
2402,120540,"12,969",54,2,2,130,34,"1,10,207","3,241",1,5,26,0
2403,172153,"1,25,709",64,3,2,"5,500",35,"1,36,956","3,913",1,4,134,0
2404,58584,"50,767",47,3,2,127,31,"1,41,020","4,549",1,0,116,0
2405,131527,"1,71,642",39,2,2,"1,073",30,"1,86,998","6,233",1,5,142,0
2406,55861,"19,541",36,2,2,660,34,"1,18,614","3,489",3,5,14,0
2407,97964,"5,036",37,2,2,44,34,"4,27,989","12,588",1,5,168,0
2408,88341,"60,890",62,3,2,"2,664",28,"86,986","3,107",1,4,42,0
2409,90660,"84,612",43,2,1,"4,865",31,"76,492","2,467",5,5,31,0
2410,192879,"97,707",53,3,2,"1,343",32,"1,33,348","4,167",3,1,176,1
2411,114734,"1,08,938",49,2,2,"3,813",35,"1,37,896","3,940",1,5,166,0
2412,161599,"1,73,757",63,2,2,"1,520",30,"2,48,224","8,274",2,5,199,0
2413,61138,"1,50,060",62,1,2,"9,754",31,"1,61,417","5,207",2,5,17,0
2414,53321,"1,39,887",27,3,1,"4,371",29,"1,79,342","6,184",2,3,138,0
2415,91868,"10,073",37,3,2,277,28,"65,844","2,352",1,2,136,0
2416,92321,"4,986",66,2,2,62,31,"1,41,236","4,556",1,5,123,0
2417,77564,"25,938",29,3,2,875,35,"2,00,377","5,725",1,3,81,0
2418,60800,"74,942",60,1,2,"4,122",31,"99,923","3,223",1,5,37,0
2419,36498,"1,87,506",47,3,2,"3,281",33,"2,04,282","6,190",1,1,166,0
2420,133727,"1,83,830",68,3,2,"1,149",28,"2,41,881","8,639",3,1,33,0
2421,76623,"92,318",53,3,2,"4,270",35,"1,17,434","3,355",1,4,174,0
2422,100634,"44,094",35,3,2,"2,150",33,"1,07,058","3,244",1,4,97,0
2423,97070,"1,52,906",37,3,1,"5,161",29,"2,15,361","7,426",4,3,33,0
2424,85258,"28,103",28,3,2,843,35,"1,40,635","4,018",3,2,160,1
2425,180290,"2,09,012",55,3,2,"2,874",32,"3,02,916","9,466",1,1,163,0
2426,166022,"99,419",42,3,2,"4,598",29,"1,38,082","4,761",1,4,154,0
2427,136196,"73,759",48,1,2,"3,688",29,"98,345","3,391",1,4,188,0
2428,110849,"1,35,984",42,3,2,"6,459",28,"1,94,262","6,938",3,4,144,0
2429,112437,"1,22,008",68,3,1,"4,423",30,"1,31,241","4,375",1,3,165,0
2430,71763,"1,45,603",38,2,2,"1,820",35,"2,27,505","6,500",2,5,50,1
2431,103512,"1,86,146",58,2,2,"7,911",34,"2,05,435","6,042",3,3,112,0
2432,62877,"1,58,219",27,1,2,"10,284",32,"2,10,959","6,592",1,5,57,0
2433,94993,"70,837",47,1,2,"3,542",32,"1,18,062","3,689",1,4,198,0
2434,170685,"1,52,226",27,3,2,"4,757",33,"2,02,968","6,151",1,3,17,0
2435,38605,"46,234",29,3,1,"1,214",33,"1,03,393","3,133",2,2,50,0
2436,62780,"1,89,471",45,2,2,"13,026",30,"2,59,549","8,652",1,5,42,0
2437,61474,"1,94,532",41,3,2,"4,620",30,"2,90,346","9,678",1,2,3,0
2438,50903,"71,920",64,3,2,"2,967",32,"79,554","2,486",1,3,137,0
2439,52803,"1,87,355",56,1,2,"11,241",34,"2,88,239","8,478",2,5,86,0
2440,144364,"36,262",59,2,1,"1,541",31,"81,093","2,616",1,5,7,0
2441,96977,"1,98,234",37,2,2,"6,195",29,"2,50,929","8,653",1,3,75,0
2442,191635,"1,14,755",28,3,2,"1,721",35,"1,25,022","3,572",1,1,162,0
2443,170228,"1,01,736",27,3,1,"1,526",33,"89,128","2,701",5,1,162,0
2444,168989,"34,550",59,2,2,"1,123",29,"79,351","2,736",1,5,107,0
2445,78591,"43,515",62,3,2,816,34,"1,12,055","3,296",2,2,170,1
2446,160889,"1,25,860",48,1,2,"7,709",31,"1,38,902","4,481",2,5,128,0
2447,147876,"58,549",35,3,2,"1,098",28,"79,120","2,826",2,2,12,0
2448,55344,"91,864",47,3,2,0,29,"95,394","3,289",2,0,86,0
2449,196962,"1,81,991",61,3,2,"5,460",28,"2,67,634","9,558",3,2,112,0
2450,117033,"77,057",38,3,1,96,31,"1,20,402","3,884",1,0,176,0
2451,105909,"1,93,399",33,2,1,"6,769",32,"2,10,702","6,584",1,3,196,0
2452,136932,"1,97,126",67,3,2,493,29,"3,03,271","10,458",1,0,66,0
2453,101614,"1,48,323",60,2,2,"5,933",29,"1,59,548","5,502",1,3,105,0
2454,57887,"1,01,736",38,3,1,636,30,"1,56,517","5,217",4,1,186,0
2455,142093,"27,146",39,3,2,136,31,"69,905","2,255",1,0,83,0
2456,54548,"18,736",50,3,2,913,29,"1,59,212","5,490",1,4,76,0
2457,54965,"94,685",49,3,1,"4,379",30,"1,29,705","4,324",3,4,80,0
2458,41886,"1,29,713",49,2,2,"2,594",32,"1,41,319","4,416",2,5,139,0
2459,179793,"2,02,741",38,3,2,"8,363",32,"2,18,085","6,815",3,3,187,0
2460,167375,"1,32,282",57,3,2,"4,795",28,"1,97,436","7,051",1,3,83,0
2461,164368,"1,74,638",32,1,2,"10,042",32,"2,39,230","7,476",2,5,12,1
2462,94337,"20,347",35,3,2,356,29,"1,72,907","5,962",2,1,2,0
2463,116158,"1,29,688",66,1,2,"6,809",30,"74,464","2,482",5,5,199,0
2464,104676,"11,584",47,2,2,710,30,"75,721","2,524",2,5,97,0
2465,60423,"1,54,115",54,1,2,"7,513",32,"2,14,048","6,689",1,4,159,0
2466,144508,"1,20,723",26,3,1,"3,471",32,"1,77,534","5,548",1,2,106,0
2467,127339,"1,19,615",56,3,2,"5,383",31,"1,27,059","4,099",2,4,47,0
2468,151682,"1,78,894",51,3,1,"1,565",29,"1,53,557","5,295",5,1,61,0
2469,133354,"76,503",60,1,2,"4,973",32,"69,905","2,185",5,5,178,0
2470,180836,"2,518",27,2,2,31,34,"2,13,994","6,294",5,4,101,0
2471,112220,"1,69,526",64,3,1,848,29,"1,80,076","6,210",1,0,113,0
2472,34980,"96,020",38,2,2,"2,280",31,"1,57,409","5,078",2,5,122,0
2473,59035,"59,657",31,2,2,"1,193",29,"84,023","2,897",4,2,36,0
2474,134609,"9,368",47,2,1,12,35,"72,369","2,068",4,5,31,0
2475,173532,"1,38,200",31,1,2,"9,156",33,"1,94,647","5,898",3,5,88,1
2476,164171,"1,14,453",34,3,2,"5,150",28,"1,21,576","4,342",1,4,110,0
2477,131850,"15,411",63,3,2,559,29,"93,546","3,226",1,3,118,0
2478,78826,"1,49,884",37,3,2,"1,124",31,"1,99,846","6,447",4,1,100,0
2479,133469,"27,423",25,2,2,788,28,"68,541","2,448",2,4,119,0
2480,168398,"2,04,832",57,2,2,"1,024",31,"2,88,495","9,306",3,5,147,0
2481,106202,"44,975",62,1,2,"2,755",28,"1,24,931","4,462",2,5,92,0
2482,71151,"90,656",53,2,2,"4,646",29,"92,256","3,181",1,5,33,0
2483,141162,"1,72,951",27,1,2,"9,945",34,"1,83,714","5,403",4,5,133,0
2484,53270,"21,304",42,1,2,"1,198",28,"82,291","2,939",1,5,59,0
2485,117454,"27,977",33,3,1,560,28,"1,52,732","5,455",4,2,118,0
2486,151686,"1,07,880",41,1,1,"5,664",34,"1,16,045","3,413",4,4,15,0
2487,130371,"1,25,911",31,3,2,"2,361",34,"1,67,881","4,938",4,2,194,0
2488,58994,"1,44,394",40,3,2,"4,151",29,"1,87,525","6,466",2,2,178,0
2489,96398,"46,839",69,3,1,644,33,"1,47,418","4,467",1,1,39,0
2490,169978,"30,773",43,3,2,923,33,"76,912","2,331",1,2,113,0
2491,53054,"1,38,754",40,2,2,"7,978",35,"2,07,095","5,917",1,4,187,0
2492,43144,"7,328",44,3,2,302,30,"88,010","2,934",4,3,79,0
2493,86323,"50,767",37,2,1,"1,523",28,"1,33,598","4,771",1,5,149,0
2494,84664,"1,03,045",44,2,2,"6,827",33,"1,10,844","3,359",2,5,30,1
2495,58634,"1,01,736",66,2,2,"3,815",28,"78,594","2,807",5,5,27,0
2496,169976,"66,279",30,3,1,"2,403",28,"87,210","3,115",1,3,115,0
2497,196409,"91,336",43,1,2,"5,252",31,"1,19,164","3,844",1,5,25,0
2498,96722,"74,489",53,3,2,"2,235",33,"1,00,661","3,050",2,2,27,1
2499,59800,"51,875",42,2,2,"3,307",31,"1,44,098","4,648",1,4,92,0
2500,16298,"45,123",45,1,1,"4,312",32,"1,52,648","5,618",5,6,87,0
